4.0,Plant_ID,Cluster_ID,Treatment,Movement,Fertilization,Host_Variation,Host_Species,ILN,LLL,FPLD_1,FPLD_2,FPLD_3,FPLD_4,FPLD_5,FPLD_6,FPLD_7,FPLD_8,FPLD_9,Total_FPLD,Mean_PLD,FSN,ISMM,ISM,FSMM,FSM,RGR,Notes
4,N126,N121_N126,MY_FY_HY,Y,Y,Y,M,6,10.2,2.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,2,0.3333333333,6,0.55765,0.09294166667,0.81627,0.136045,0.1905068286,NA
4,N127,N127,MN_FY_HN,N,Y,N,K,6,8.7,23.0,19.0,4.0,0.0,0.0,0.0,NA,NA,NA,46,7.666666667,1,NA,0.12427,NA,0.17096,0.1594864966,NA
4,N128,N128,MN_FY_HN,N,Y,N,K,5,7.3,54.0,11.0,4.0,0.0,0.0,NA,NA,NA,NA,69,13.8,1,NA,0.09312,NA,0.12265,0.1377228934,NA
4,N129,N129,MN_FY_HN,N,Y,N,K,6,9.2,7.0,6.0,5.0,2.0,1.0,1.0,NA,NA,NA,22,3.666666667,1,NA,0.11487,NA,0.11636,0.006443889735,NA
4,N130,N130,MN_FY_HN,N,Y,N,K,5,8,63.0,19.0,3.0,2.0,0.0,NA,NA,NA,NA,87,17.4,1,NA,0.07693,NA,0.10738,0.1667390138,NA
4,N131,N131,MN_FY_HN,N,Y,N,K,6,6.6,13.0,12.0,11.0,9.0,4.0,0.0,NA,NA,NA,49,8.166666667,1,NA,0.05839,NA,0.07531,0.1272341429,NA
4,N132,N132,MN_FY_HN,N,Y,N,K,5,7.6,68.0,4.0,0.0,0.0,0.0,NA,NA,NA,NA,72,14.4,1,NA,0.07586,NA,0.13014,0.2698606289,NA
4,N133,N133,MN_FY_HN,N,Y,N,K,6,7.5,10.0,9.0,8.0,6.0,0.0,0.0,NA,NA,NA,33,5.5,1,NA,0.10658,NA,0.13326,0.1117031151,NA
4,N134,N134,MN_FY_HN,N,Y,N,K,6,8.1,37.0,14.0,8.0,6.0,2.0,0.0,NA,NA,NA,67,11.16666667,1,NA,0.08106,NA,0.12509,0.2169219285,NA
4,N135,N135,MN_FY_HN,N,Y,N,K,5,7.2,21.0,15.0,13.0,9.0,0.0,NA,NA,NA,NA,58,11.6,1,NA,0.13325,NA,0.19186,0.1822694382,NA
4,N136,N136,MN_FY_HN,N,Y,N,K,6,7.7,19.0,7.0,4.0,3.0,1.0,0.0,NA,NA,NA,34,5.666666667,1,NA,0.10537,NA,0.1216,0.07162950196,NA
4,N137,N137,MN_FY_HN,N,Y,N,K,6,8,24.0,8.0,0.0,0.0,0.0,0.0,NA,NA,NA,32,5.333333333,1,NA,0.06078,NA,0.10466,0.2717281067,NA
4,N138,N138,MN_FY_HN,N,Y,N,K,5,7,65.0,24.0,17.0,12.0,0.0,NA,NA,NA,NA,118,23.6,1,NA,0.0655,NA,0.09149,0.167089767,NA
4,N139,N139,MN_FY_HN,N,Y,N,K,5,7.7,23.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,23,4.6,1,NA,0.064,NA,0.12108,0.3187842004,NA
4,N140,N140,MN_FY_HN,N,Y,N,K,5,6.3,71.0,67.0,6.0,0.0,0.0,NA,NA,NA,NA,144,28.8,1,NA,0.09634,NA,0.19469,0.3517624744,NA
4,N141,N141,MN_FY_HN,N,Y,N,K,5,7.5,48.0,23.0,5.0,2.0,0.0,NA,NA,NA,NA,78,15.6,1,NA,0.11492,NA,0.15807,0.1594008694,NA
4,N142,N142,MN_FY_HN,N,Y,N,K,6,7.4,26.0,13.0,2.0,1.0,0.0,0.0,NA,NA,NA,42,7,1,NA,0.05483,NA,0.09848,0.2928079962,NA
4,N143,N143,MN_FY_HN,N,Y,N,K,6,7.3,49.0,46.0,8.0,1.0,0.0,0.0,NA,NA,NA,104,17.33333333,1,NA,0.08052,NA,0.14075,0.2792398331,NA
4,N144,N144,MN_FY_HN,N,Y,N,K,5,7.6,28.0,21.0,17.0,2.0,0.0,NA,NA,NA,NA,68,13.6,1,NA,0.09639,NA,0.14556,0.2060929555,NA
