Temporal_Rep,Plant_ID,Cluster_ID,Treatment,Movement,Fertilization,Host_Variation,Host_Species,ILN,LLL,FPLD_1,FPLD_2,FPLD_3,FPLD_4,FPLD_5,FPLD_6,FPLD_7,FPLD_8,FPLD_9,Total_FPLD,Mean_PLD,FSN,ISMM,ISM,FSMM,FSM,RGR,Notes
4,A132,NA,MN_FY_HN,N,Y,N,K,6,7.8,0,0,0,0.0,0.0,0.0,NA,NA,NA,0,0,1,NA,0.10882,NA,0.08745,-0.1093139698,NA
4,A133,NA,MN_FY_HN,N,Y,N,K,6,7.4,0,0,3,20.0,0.0,4.0,NA,NA,NA,27,4.5,1,NA,0.03627,NA,0.09172,0.4638747523,NA
4,A134,NA,MN_FY_HN,N,Y,N,K,6,8.2,5,30,4,1.0,0.0,0.0,NA,NA,NA,40,6.666666667,1,NA,0.08364,NA,0.17671,0.3739940481,NA
4,A135,NA,MN_FY_HN,N,Y,N,K,6,8.1,15,3,20,5.0,0.0,1.0,NA,NA,NA,44,7.333333333,1,NA,0.10716,NA,0.13502,0.1155499355,NA
4,A136,NA,MN_FY_HN,N,Y,N,M,7,15,0,0,0,1.0,0.0,0.0,0.0,NA,NA,1,0.1428571429,1,NA,0.04044,NA,0.03342,-0.09533243549,NA
4,A137,NA,MN_FY_HN,N,Y,N,M,6,12.5,12,20,3,1.0,0.0,0.0,N/A,NA,NA,36,6,1,NA,0.05026,NA,0.08275,0.2493072411,NA
4,A138,NA,MN_FY_HN,N,Y,N,M,8,17.5,60,27,8,4.0,1.0,1.0,1.0,0.0,NA,102,12.75,1,NA,0.05766,NA,0.0983,0.2667301675,NA
4,A139,NA,MN_FY_HN,N,Y,N,M,9,16.5,60,30,15,1.0,1.0,0.0,0.0,0.0,0.0,107,11.88888889,1,NA,0.11274,NA,0.13706,0.09766725175,NA
4,A140,NA,MN_FY_HN,N,Y,N,M,7,13.5,5,1,0,6.0,1.0,0.0,0.0,NA,NA,13,1.857142857,1,NA,0.0339,NA,0.05332,0.2264482405,NA
4,A141,NA,MN_FY_HN,N,Y,N,M,7,16.2,30,3,4,4.0,0.0,0.0,2.0,NA,NA,43,6.142857143,1,NA,0.03017,NA,0.06674,0.3969782101,NA
4,A142,NA,MN_FY_HN,N,Y,N,M,7,10.7,35,50,2,2.0,0.0,0.0,0.0,NA,NA,89,12.71428571,1,NA,0.08564,NA,0.10636,0.1083385513,NA
4,A143,NA,MN_FY_HN,N,Y,N,M,8,14.1,40,5,14,3.0,0.0,0.0,1.0,0.0,NA,63,7.875,1,NA,0.08555,NA,0.1146,0.146173402,NA
4,A144,NA,MN_FY_HN,N,Y,N,M,7,12.5,60,32,0,1.0,0.0,0.0,0.0,NA,NA,93,13.28571429,1,NA,0.05354,NA,0.09789,0.3017076806,NA
4,N109,N109_N114,MY_FY_HY,Y,Y,Y,K,6,7.5,35,18,11,7.0,4.0,0.0,NA,NA,NA,75,12.5,6,0.46924,0.07820666667,0.74973,0.124955,0.2342993885,NA
4,N115,N115_N120,MY_FY_HY,Y,Y,Y,K,6,7.7,58,18,15,12.0,2.0,1.0,0.0,NA,NA,106,17.66666667,5,0.47582,0.07930333333,0.613,0.1226,0.2178234306,NA
4,N121,N121_N126,MY_FY_HY,Y,Y,Y,K,6,7.8,54,18,16,13.0,5.0,1.0,NA,NA,NA,107,17.83333333,6,0.55765,0.09294166667,0.81627,0.136045,0.1905068286,NA
4,N127,NA,MN_FY_HN,N,Y,N,K,6,8.7,23,19,4,0.0,0.0,0.0,NA,NA,NA,46,7.666666667,1,NA,0.12427,NA,0.17096,0.1594864966,NA
4,N128,NA,MN_FY_HN,N,Y,N,K,5,7.3,54,11,4,0.0,0.0,NA,NA,NA,NA,69,13.8,1,NA,0.09312,NA,0.12265,0.1377228934,NA
4,N129,NA,MN_FY_HN,N,Y,N,K,6,9.2,7,6,5,2.0,1.0,1.0,NA,NA,NA,22,3.666666667,1,NA,0.11487,NA,0.11636,0.006443889735,NA
4,N130,NA,MN_FY_HN,N,Y,N,K,5,8,63,19,3,2.0,0.0,NA,NA,NA,NA,87,17.4,1,NA,0.07693,NA,0.10738,0.1667390138,NA
4,N131,NA,MN_FY_HN,N,Y,N,K,6,6.6,13,12,11,9.0,4.0,0.0,NA,NA,NA,49,8.166666667,1,NA,0.05839,NA,0.07531,0.1272341429,NA
4,N132,NA,MN_FY_HN,N,Y,N,K,5,7.6,68,4,0,0.0,0.0,NA,NA,NA,NA,72,14.4,1,NA,0.07586,NA,0.13014,0.2698606289,NA
4,N133,NA,MN_FY_HN,N,Y,N,K,6,7.5,10,9,8,6.0,0.0,0.0,NA,NA,NA,33,5.5,1,NA,0.10658,NA,0.13326,0.1117031151,NA
4,N134,NA,MN_FY_HN,N,Y,N,K,6,8.1,37,14,8,6.0,2.0,0.0,NA,NA,NA,67,11.16666667,1,NA,0.08106,NA,0.12509,0.2169219285,NA
4,N135,NA,MN_FY_HN,N,Y,N,K,5,7.2,21,15,13,9.0,0.0,NA,NA,NA,NA,58,11.6,1,NA,0.13325,NA,0.19186,0.1822694382,NA
4,N136,NA,MN_FY_HN,N,Y,N,K,6,7.7,19,7,4,3.0,1.0,0.0,NA,NA,NA,34,5.666666667,1,NA,0.10537,NA,0.1216,0.07162950196,NA
4,N137,NA,MN_FY_HN,N,Y,N,K,6,8,24,8,0,0.0,0.0,0.0,NA,NA,NA,32,5.333333333,1,NA,0.06078,NA,0.10466,0.2717281067,NA
4,N138,NA,MN_FY_HN,N,Y,N,K,5,7,65,24,17,12.0,0.0,NA,NA,NA,NA,118,23.6,1,NA,0.0655,NA,0.09149,0.167089767,NA
4,N139,NA,MN_FY_HN,N,Y,N,K,5,7.7,23,0,0,0.0,0.0,NA,NA,NA,NA,23,4.6,1,NA,0.064,NA,0.12108,0.3187842004,NA
4,N140,NA,MN_FY_HN,N,Y,N,K,5,6.3,71,67,6,0.0,0.0,NA,NA,NA,NA,144,28.8,1,NA,0.09634,NA,0.19469,0.3517624744,NA
4,N141,NA,MN_FY_HN,N,Y,N,K,5,7.5,48,23,5,2.0,0.0,NA,NA,NA,NA,78,15.6,1,NA,0.11492,NA,0.15807,0.1594008694,NA
4,N142,NA,MN_FY_HN,N,Y,N,K,6,7.4,26,13,2,1.0,0.0,0.0,NA,NA,NA,42,7,1,NA,0.05483,NA,0.09848,0.2928079962,NA
4,N143,NA,MN_FY_HN,N,Y,N,K,6,7.3,49,46,8,1.0,0.0,0.0,NA,NA,NA,104,17.33333333,1,NA,0.08052,NA,0.14075,0.2792398331,NA
4,N144,NA,MN_FY_HN,N,Y,N,K,5,7.6,28,21,17,2.0,0.0,NA,NA,NA,NA,68,13.6,1,NA,0.09639,NA,0.14556,0.2060929555,NA
